#,P:N1,P:N2,净利润,年化收益率%,夏普比率
1*,13,2,4429776.62,576.15,5.1637
2,4,7,4038065.03,576.55,4.6667
3,3,6,4005347.06,567.47,4.5889
4,21,2,3968709.32,568.40,5.3525
5,13,6,3919848.97,557.50,4.3895
6,3,8,3906874.86,553.51,4.4586
7,3,7,3900167.79,552.56,4.3799
8,4,6,3862352.84,547.21,4.4072
9,22,2,3854670.72,552.07,5.1709
10,4,11,3799447.59,540.38,4.5152
11,2,7,3773836.87,536.74,4.2725
12,2,6,3771757.04,536.44,4.2664
13,11,7,3771095.98,536.35,4.3874
14,20,2,3719008.95,485.42,5.6156
15,20,3,3713529.09,526.12,4.0498
16,11,8,3688429.74,524.59,4.2695
17,11,9,3688429.74,524.59,4.2695
18,2,8,3668176.90,523.74,4.1736
19,3,10,3659727.47,522.53,4.3197
20,4,10,3659727.47,522.53,4.3197
21,3,11,3648740.10,520.97,4.2101
22,8,10,3641091.91,519.87,4.3023
23,2,12,3640747.80,523.90,4.3530
24,3,12,3640747.80,523.90,4.3530
25,8,9,3612973.58,515.86,4.2047
26,4,12,3611484.25,519.69,4.3020
27,4,5,3600501.73,514.08,4.0334
28,5,10,3596811.63,511.56,4.1248
29,11,10,3585022.02,511.87,4.1626
30,7,8,3577127.88,510.74,4.0399
31,6,5,3567600.66,509.38,3.9693
32,7,10,3556976.33,507.86,4.1782
33,10,9,3544619.01,506.10,4.1030
34,4,9,3537373.52,505.06,4.1918
35,6,8,3534637.60,502.72,3.9557
36,19,3,3520504.71,500.71,3.8262
37,4,8,3501762.87,499.98,3.9486
38,12,10,3429782.96,487.80,3.9149
39,16,2,3422195.69,490.13,5.4985
40,18,3,3412418.81,485.34,3.7455
41,12,11,3411623.36,485.22,3.9042
42,2,9,3404645.69,486.11,3.9156
43,12,8,3403444.83,484.06,3.8646
44,12,7,3388482.31,481.93,3.8569
45,12,9,3388482.31,481.93,3.8569
46,2,10,3375087.17,481.89,3.8381
47,13,11,3341845.00,477.15,3.8190
48,13,9,3328474.81,473.40,3.7840
