P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-27012250.85,-2525.45,-42.5536
0.01,2,-25452626.73,-2332.14,-40.5985
0.01,3,-26023727,-2433.03,-37.9426
0.01,4,-23648383.53,-2166.82,-37.8102
0.01,5,-24303752.1,-2272.95,-34.0097
0.01,6,-22878002.65,-2096.24,-33.913
0.01,7,-22976332.04,-2148.81,-30.595
0.01,8,-21817492.94,-1999.06,-30.2841
0.01,9,-19298515.64,-1820.08,-29.5347
0.01,10,-22380284.43,-2050.63,-26.3735
0.01,11,-20699766.35,-1935.9,-25.7652
0.01,12,-20908979.09,-1915.82,-24.1915
0.01,13,-19437534.77,-1817.85,-23.8376
0.01,14,-19965244.81,-1829.35,-22.1864
0.01,15,-18598185.17,-1739.35,-22.0687
0.01,16,-19044423.86,-1744.98,-20.944
0.01,17,-17736777.51,-1658.79,-20.9944
0.01,18,-17903770.5,-1640.46,-19.9557
0.01,19,-15637471.86,-1462.46,-17.193
0.01,20,-15279301.42,-1428.96,-16.9153
0.01,21,-14504650.85,-1356.51,-16.3006
0.01,22,-14763558.21,-1380.73,-16.3044
0.01,23,-14223139.81,-1330.19,-15.9326
0.01,24,-12142478.56,-1172.12,-17.8338
0.01,25,-12497435.24,-1168.79,-14.9337
0.01,26,-11677424.74,-1127.23,-16.8568
0.01,27,-11155882.44,-1043.33,-13.5641
0.01,28,-10527516.41,-1016.23,-15.4888
0.01,29,-10275527.18,-960.99,-12.5962
0.01,30,-9448169.54,-912.04,-13.8409
0.01,31,-9302466.68,-869.99,-11.3426
0.01,32,-8519015.1,-822.35,-12.9434
0.01,33,-7987126.04,-761.82,-10.2288
0.01,34,-7670605.29,-740.45,-12.3078
0.01,35,-6895218.21,-657.67,-9.9688
0.01,36,-6756767.84,-652.24,-11.5711
0.01,37,-5793527.26,-552.59,-8.7933
0.01,38,-5684555.24,-548.74,-10.3568
0.01,39,-4178563.81,-401.26,-7.5759
0.01,40,-5071495,-489.56,-9.5795
0.01,41,-3329440.89,-319.72,-6.3468
0.01,42,-4145133.62,-400.13,-8.2996
0.01,43,-2769343.45,-265.93,-5.5478
0.01,44,-3052146.4,-294.63,-6.8516
0.01,45,-1762793.39,-169.28,-4.0172
0.01,46,-2502775.85,-241.6,-5.9502
0.01,47,-760609.49,-73.04,-1.9883
0.01,48,-1231723.25,-118.9,-4.02
0.01,49,-622513.06,-62.94,-3.1699
0.01,50,-111431.77,0,-2.7019
0.02,1,-27012250.85,-2525.45,-42.5536
0.02,2,-25452626.73,-2332.14,-40.5985
0.02,3,-25073145.49,-2344.16,-35.9751
0.02,4,-25048882.37,-2295.15,-34.1864
0.02,5,-23353170.59,-2184.05,-32.4918
0.02,6,-24278501.5,-2224.56,-31.1347
0.02,7,-22025750.53,-2059.91,-29.3703
0.02,8,-23217991.79,-2127.39,-28.0933
0.02,9,-21256766.55,-1987.99,-27.2873
0.02,10,-21767036.43,-1994.44,-24.949
0.02,11,-19281740.31,-1766.72,-20.7097
0.02,12,-18406745.46,-1686.55,-20.0583
0.02,13,-16935301.15,-1616.03,-19.7266
0.02,14,-17463011.19,-1600.08,-18.4802
0.02,15,-16095951.55,-1535.93,-18.326
0.02,16,-16542190.24,-1515.71,-17.4621
0.02,17,-15234543.89,-1453.73,-17.443
0.02,18,-15401536.88,-1411.19,-16.6187
0.02,19,-13703413.19,-1307.63,-15.8418
0.02,20,-13345242.75,-1273.45,-15.5944
0.02,21,-12570592.18,-1199.53,-15.0253
0.02,22,-12829499.54,-1224.24,-14.996
0.02,23,-12289081.14,-1172.67,-14.664
0.02,24,-10217263.64,-974.97,-13.2964
0.02,25,-10563376.56,-1007.99,-13.8271
0.02,26,-9505826.94,-907.08,-12.8957
0.02,27,-9221823.76,-879.98,-12.4854
0.02,28,-8647137.88,-825.14,-11.8557
0.02,29,-8341468.5,-795.97,-11.5191
0.02,30,-9448169.54,-912.04,-13.8409
0.02,31,-7981656,-761.64,-10.9757
0.02,32,-8519015.1,-822.35,-12.9434
0.02,33,-8236162.11,-785.57,-11.1582
0.02,34,-7670605.29,-740.45,-12.3078
0.02,35,-7144254.29,-681.42,-11.0889
0.02,36,-6756767.84,-652.24,-11.5711
0.02,37,-6042563.34,-576.34,-9.8946
0.02,38,-5684555.24,-548.74,-10.3568
0.02,39,-4427599.89,-427.4,-8.947
0.02,40,-5071495,-489.56,-9.5795
0.02,41,-3578476.96,-345.43,-7.6792
0.02,42,-4145133.62,-400.13,-8.2996
0.02,43,-3482059.52,-336.13,-7.4327
0.02,44,-3052146.4,-294.63,-6.8516
0.02,45,-2633533.73,-254.22,-6.1922
0.02,46,-2502775.85,-241.6,-5.9502
0.02,47,-760609.49,-73.04,-1.9883
0.02,48,-1231723.25,-118.9,-4.02
0.02,49,258889.09,26.18,1.8663
0.02,50,-111431.77,0,-2.7019
0.03,1,-27012250.85,-2525.45,-42.5536
0.03,2,-25452626.73,-2332.14,-40.5985
0.03,3,-25073145.49,-2344.16,-35.9751
0.03,4,-25048882.37,-2295.15,-34.1864
0.03,5,-22981110.3,-2105.68,-25.3482
0.03,6,-23097078.55,-2116.31,-26.1157
0.03,7,-20332879.56,-1863.03,-22.4007
0.03,8,-20715758.16,-1898.12,-23.0256
0.03,9,-19563895.59,-1792.58,-21.0534
0.03,10,-19878050.8,-1821.36,-21.7497
0.03,11,-19281740.31,-1766.72,-20.7097
0.03,12,-17833563.16,-1634.03,-19.2461
0.03,13,-16362118.85,-1561.33,-18.9069
0.03,14,-16889828.89,-1547.56,-17.7397
0.03,15,-15522769.25,-1481.24,-17.5684
0.03,16,-15969007.94,-1463.19,-16.7579
0.03,17,-14661361.59,-1399.04,-16.7156
0.03,18,-14828354.58,-1358.67,-15.935
0.03,19,-13130230.89,-1252.93,-15.1631
0.03,20,-12772060.45,-1218.75,-14.9192
0.03,21,-11997409.88,-1144.83,-14.361
0.03,22,-12256317.24,-1169.54,-14.3386
0.03,23,-11715898.84,-1117.97,-14.0094
0.03,24,-9644081.34,-920.27,-12.6516
0.03,25,-9990194.26,-953.3,-13.1699
0.03,26,-8932644.64,-852.38,-12.2499
0.03,27,-8648641.46,-825.28,-11.846
0.03,28,-8073955.58,-770.45,-11.2213
0.03,29,-7734958.89,-719.11,-9.4662
0.03,30,-8850955.28,-844.21,-11.4013
0.03,31,-7375146.39,-685.66,-8.9911
0.03,32,-7921800.84,-755.59,-10.4882
0.03,33,-8236162.11,-785.57,-11.1582
0.03,34,-7097422.99,-685.12,-11.6515
0.03,35,-7144254.29,-681.42,-11.0889
0.03,36,-6183585.54,-596.91,-10.9198
0.03,37,-6042563.34,-576.34,-9.8946
0.03,38,-5111372.94,-493.41,-9.7027
0.03,39,-4427599.89,-427.4,-8.947
0.03,40,-4498312.7,-434.23,-8.9156
0.03,41,-3578476.96,-345.43,-7.6792
0.03,42,-4145133.62,-400.13,-8.2996
0.03,43,-3482059.52,-336.13,-7.4327
0.03,44,-3052146.4,-294.63,-6.8516
0.03,45,-2633533.73,-254.22,-6.1922
0.03,46,-2502775.85,-241.6,-5.9502
0.03,47,-760609.49,-73.04,-1.9883
0.03,48,-1231723.25,-118.9,-4.02
0.03,49,258889.09,26.18,1.8663
0.03,50,-111431.77,0,-2.7019
0.04,1,-27012250.85,-2525.45,-42.5536
0.04,2,-26853125.57,-2460.46,-37.1963
0.04,3,-24504970.54,-2291.04,-31.274
0.04,4,-23867459.42,-2186.9,-28.2223
0.04,5,-22981110.3,-2105.68,-25.3482
0.04,6,-21776267.88,-1995.29,-25.1745
0.04,7,-20332879.56,-1863.03,-22.4007
0.04,8,-20715758.16,-1898.12,-23.0256
0.04,9,-19563895.59,-1792.58,-21.0534
0.04,10,-17718930.77,-1690.8,-19.9319
0.04,11,-17122620.29,-1633.9,-18.9767
0.04,12,-16247625.44,-1550.41,-18.4154
0.04,13,-16328791.54,-1518.06,-17.1925
0.04,14,-15270563.85,-1419.68,-15.5056
0.04,15,-15489441.94,-1440.03,-16.023
0.04,16,-14349742.9,-1334.07,-14.6194
0.04,17,-14628034.28,-1359.94,-15.2241
0.04,18,-14795027.26,-1355.62,-14.6419
0.04,19,-13096903.58,-1217.6,-13.7801
0.04,20,-11565656.59,-1075.24,-11.976
0.04,21,-10791006.01,-1003.22,-11.4353
0.04,22,-11049913.38,-1027.29,-11.4933
0.04,23,-10509494.98,-977.05,-11.1372
0.04,24,-8437677.47,-784.44,-9.6778
0.04,25,-8783790.4,-816.61,-10.0901
0.04,26,-7726240.77,-718.3,-9.192
0.04,27,-8056233.96,-748.97,-9.9244
0.04,28,-8040628.26,-747.52,-9.7906
0.04,29,-7734958.89,-719.11,-9.4662
0.04,30,-5769376.39,-520.97,-8.0294
0.04,31,-5885177.55,-537.91,-8.2869
0.04,32,-6439927.95,-618.8,-10.1355
0.04,33,-6759686.52,-652.52,-10.9748
0.04,34,-6092419.69,-588.11,-10.5098
0.04,35,-6667025.24,-635.91,-10.4869
0.04,36,-5178582.24,-499.89,-9.7755
0.04,37,-6042563.34,-576.34,-9.8946
0.04,38,-4106369.64,-396.39,-8.5347
0.04,39,-2748715.15,-263.95,-5.4029
0.04,40,-2261566.42,-217.17,-4.6987
0.04,41,-1899592.23,-182.41,-4.0153
0.04,42,-2466248.89,-236.83,-4.8217
0.04,43,-1803174.79,-173.16,-3.8098
0.04,44,-1373261.66,-131.87,-3.0602
0.04,45,-954648.99,-91.67,-2.2435
0.04,46,-1195592.89,-114.81,-2.9185
0.04,47,-760609.49,-73.04,-1.9883
0.04,48,-1231723.25,-118.9,-4.02
0.04,49,258889.09,26.18,1.8663
0.04,50,-111431.77,0,-2.7019
0.05,1,-27012250.85,-2525.45,-42.5536
0.05,2,-26853125.57,-2460.46,-37.1963
0.05,3,-25215938.5,-2357.51,-35.1274
0.05,4,-24578427.39,-2252.04,-31.2839
0.05,5,-21644208.65,-2024.22,-25.6134
0.05,6,-20190330.15,-1926.63,-24.0236
0.05,7,-18746941.84,-1788.9,-21.3986
0.05,8,-18046081.78,-1677.71,-18.6016
0.05,9,-16894219.2,-1570.63,-17.0719
0.05,10,-17208374.41,-1599.83,-17.6046
0.05,11,-16612063.92,-1544.4,-16.7947
0.05,12,-15737069.08,-1463.05,-16.2096
0.05,13,-15851562.49,-1473.69,-16.5728
0.05,14,-12775591.71,-1167.7,-13.6878
0.05,15,-11821393.25,-1080.48,-12.5745
0.05,16,-10681694.21,-976.31,-11.322
0.05,17,-9281100.85,-848.3,-9.6332
0.05,18,-8614453.9,-787.37,-9.0602
0.05,19,-7749970.15,-708.35,-8.3401
0.05,20,-7391799.71,-675.61,-8.0676
0.05,21,-6617149.14,-604.81,-7.5042
0.05,22,-6876056.5,-628.48,-7.6109
0.05,23,-6335638.1,-579.08,-7.2135
0.05,24,-4263820.6,-389.72,-5.513
0.05,25,-4609933.53,-421.35,-5.9277
0.05,26,-3552383.9,-324.69,-4.8764
0.05,27,-4437127.49,-426.09,-7.1121
0.05,28,-4421521.79,-424.59,-6.9533
0.05,29,-4115852.41,-395.24,-6.5807
0.05,30,-3085488.35,-278.62,-4.3304
0.05,31,-3756039.91,-360.69,-6.0197
0.05,32,-3756039.91,-360.69,-6.0197
0.05,33,-4075798.49,-391.39,-6.7159
0.05,34,-4413534.95,-423.82,-7.3038
0.05,35,-4988140.5,-475.77,-7.526
0.05,36,-3499697.5,-336.07,-6.379
0.05,37,-4363678.6,-416.21,-6.8932
0.05,38,-2427484.9,-233.11,-4.937
0.05,39,-2748715.15,-263.95,-5.4029
0.05,40,-2261566.42,-217.17,-4.6987
0.05,41,-1899592.23,-182.41,-4.0153
0.05,42,-2466248.89,-236.83,-4.8217
0.05,43,-1803174.79,-173.16,-3.8098
0.05,44,-1373261.66,-131.87,-3.0602
0.05,45,-954648.99,-91.67,-2.2435
0.05,46,-1195592.89,-114.81,-2.9185
0.05,47,-760609.49,-73.04,-1.9883
0.05,48,-1231723.25,-118.9,-4.02
0.05,49,258889.09,26.18,1.8663
0.05,50,-111431.77,0,-2.7019
0.06,1,-26061669.34,-2436.58,-40.0403
0.06,2,-26284950.62,-2408.4,-32.4637
0.06,3,-26025301.16,-2384.61,-32.6236
0.06,4,-24578427.39,-2252.04,-31.2839
0.06,5,-20074361.9,-1915.57,-23.27
0.06,6,-20190330.15,-1926.63,-24.0236
0.06,7,-17659226.85,-1685.11,-18.758
0.06,8,-16873005.23,-1568.66,-16.7387
0.06,9,-15721142.65,-1461.57,-15.3544
0.06,10,-16035297.86,-1490.78,-15.8314
0.06,11,-15438987.38,-1435.34,-15.0989
0.06,12,-14563992.53,-1353.99,-14.5279
0.06,13,-12660742.85,-1157.2,-13.5914
0.06,14,-11602515.16,-1060.48,-12.1302
0.06,15,-10142508.51,-927.03,-10.3283
0.06,16,-9002809.48,-822.86,-9.1876
0.06,17,-8122872.4,-742.44,-9.1613
0.06,18,-7456225.45,-681.5,-8.5614
0.06,19,-6591741.7,-602.49,-7.8089
0.06,20,-6233571.26,-569.75,-7.5288
0.06,21,-5458920.69,-498.95,-6.9356
0.06,22,-5717828.05,-522.61,-7.0334
0.06,23,-5177409.65,-473.22,-6.6173
0.06,24,-4818571,-462.72,-6.8291
0.06,25,-5164683.93,-495.95,-7.2847
0.06,26,-4107134.3,-394.4,-6.2635
0.06,27,-4437127.49,-426.09,-7.1121
0.06,28,-4421521.79,-424.59,-6.9533
0.06,29,-4115852.41,-395.24,-6.5807
0.06,30,-3085488.35,-278.62,-4.3304
0.06,31,-3756039.91,-360.69,-6.0197
0.06,32,-3756039.91,-360.69,-6.0197
0.06,33,-4075798.49,-391.39,-6.7159
0.06,34,-4595495.6,-441.3,-7.4707
0.06,35,-4988140.5,-475.77,-7.526
0.06,36,-3681658.15,-353.54,-6.5579
0.06,37,-4363678.6,-416.21,-6.8932
0.06,38,-3650031.6,-348.14,-6.5309
0.06,39,-2748715.15,-263.95,-5.4029
0.06,40,-2261566.42,-217.17,-4.6987
0.06,41,-1899592.23,-182.41,-4.0153
0.06,42,-2466248.89,-236.83,-4.8217
0.06,43,-1803174.79,-173.16,-3.8098
0.06,44,-1373261.66,-131.87,-3.0602
0.06,45,-954648.99,-91.67,-2.2435
0.06,46,-1195592.89,-114.81,-2.9185
0.06,47,-760609.49,-73.04,-1.9883
0.06,48,-1231723.25,-118.9,-4.02
0.06,49,258889.09,26.18,1.8663
0.06,50,-111431.77,0,-2.7019
0.07,1,-25493494.39,-2383.46,-34.2257
0.07,2,-26995918.59,-2473.55,-36.4196
0.07,3,-23380274.53,-2142.26,-26.6471
0.07,4,-22546648.75,-2065.87,-27.1996
0.07,5,-20074361.9,-1915.57,-23.27
0.07,6,-18682035.16,-1782.7,-21.0901
0.07,7,-17659226.85,-1685.11,-18.758
0.07,8,-16873005.23,-1568.66,-16.7387
0.07,9,-13703399.56,-1252.5,-14.0552
0.07,10,-13259609.76,-1211.94,-13.5408
0.07,11,-13975994.69,-1342.92,-15.342
0.07,12,-11942771.39,-1147.55,-14.6958
0.07,13,-12057264.8,-1158.56,-15.1608
0.07,14,-9320152.38,-895,-10.778
0.07,15,-9539030.46,-916.01,-11.2527
0.07,16,-8399331.42,-806.57,-9.9614
0.07,17,-8677622.8,-833.3,-10.5333
0.07,18,-8010975.85,-769.28,-9.9106
0.07,19,-7146492.1,-686.26,-9.162
0.07,20,-6788321.66,-651.87,-8.9122
0.07,21,-6013671.09,-577.48,-8.3557
0.07,22,-6272578.45,-602.34,-8.3847
0.07,23,-5732160.05,-550.45,-8.0223
0.07,24,-4818571,-462.72,-6.8291
0.07,25,-5164683.93,-495.95,-7.2847
0.07,26,-4107134.3,-394.4,-6.2635
0.07,27,-4437127.49,-426.09,-7.1121
0.07,28,-4421521.79,-424.59,-6.9533
0.07,29,-4115852.41,-395.24,-6.5807
0.07,30,-3085488.35,-278.62,-4.3304
0.07,31,-3938000.56,-378.16,-6.1969
0.07,32,-3938000.56,-378.16,-6.1969
0.07,33,-4257759.14,-408.86,-6.8878
0.07,34,-4595495.6,-441.3,-7.4707
0.07,35,-4988140.5,-475.77,-7.526
0.07,36,-3681658.15,-353.54,-6.5579
0.07,37,-4363678.6,-416.21,-6.8932
0.07,38,-4025365.66,-383.94,-6.8385
0.07,39,-3124049.21,-300,-5.7526
0.07,40,-2636900.49,-253.22,-5.0877
0.07,41,-2274926.29,-218.46,-4.451
0.07,42,-2466248.89,-236.83,-4.8217
0.07,43,-1803174.79,-173.16,-3.8098
0.07,44,-1373261.66,-131.87,-3.0602
0.07,45,845311.21,79.44,2.606
0.07,46,604367.31,56.8,1.8487
0.07,47,1039350.71,97.68,4.0307
0.07,48,529756.2,52.32,3.3472
0.07,49,258889.09,26.18,1.8663
0.07,50,-111431.77,0,-2.7019
0.08,1,-26204462.35,-2449.93,-38.9619
