P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-19299370.87,-1827.07,-25.4299
0.01,2,-19808191.79,-1875.24,-28.4474
0.01,3,-18526653.79,-1806.05,-26.3411
0.01,4,-19457570.14,-1842.05,-27.6787
0.01,5,-17345122.1,-1690.87,-24.2586
0.01,6,-18171314.6,-1720.28,-25.2379
0.01,7,-17874106,-1742.44,-24.0061
0.01,8,-18536055.2,-1806.97,-24.786
0.01,9,-16885515.88,-1646.07,-22.4672
0.01,10,-17703189.88,-1725.78,-23.6108
0.01,11,-16075627.2,-1567.12,-21.5242
0.01,12,-16297701.58,-1588.76,-21.4984
0.01,13,-15780651.42,-1538.36,-21.2206
0.01,14,-15528560.02,-1513.79,-20.7633
0.01,15,-14610607.31,-1424.3,-19.0367
0.01,16,-14596392.3,-1422.91,-19.0037
0.01,17,-14375048.78,-1401.34,-18.7875
0.01,18,-14729167.9,-1435.86,-18.8397
0.01,19,-13988500.64,-1363.65,-18.3258
0.01,20,-13348003.54,-1301.22,-17.2739
0.01,21,-13608988.8,-1343.24,-17.4573
0.01,22,-12625120.89,-1230.75,-16.2185
0.01,23,-13208568,-1303.72,-16.7772
0.01,24,-12367649.1,-1205.65,-15.8131
0.01,25,-12630658.18,-1246.68,-15.9431
0.01,26,-11705642.75,-1141.11,-14.9791
0.01,27,-10973929.25,-1069.78,-14.0338
0.01,28,-11038822.93,-1076.11,-14.0943
0.01,29,-10236825.28,-1010.4,-13.6115
0.01,30,-10376157.95,-1011.51,-13.2566
0.01,31,-9554385.95,-943.04,-12.9997
0.01,32,-9114092.08,-899.59,-12.4141
0.01,33,-8534079.76,-842.34,-12.1219
0.01,34,-6701918.28,-665.8,-10.4316
0.01,35,-7481831.41,-738.48,-11.2102
0.01,36,-5571239.13,-553.48,-9.2223
0.01,37,-6318340.17,-623.64,-10.1605
0.01,38,-5086011.66,-505.27,-8.4306
0.01,39,-5426427.94,-539.09,-9.2062
0.01,40,-4117762.8,-410.95,-7.1097
0.01,41,-4455079.76,-442.59,-8.2518
0.01,42,-3434963.76,-342.81,-6.0057
0.01,43,-3438722.36,-343.31,-6.8273
0.01,44,-2518554.62,-252.21,-4.9788
0.01,45,-2661978.52,-266.66,-5.6426
0.01,46,-1735400.93,-173.79,-3.6081
0.01,47,-1955594.38,-195.9,-4.352
0.01,48,-285876.21,-28.67,-4.0574
0.01,49,-1134857.77,-118.48,-3.2261
0.01,50,-74803.04,0,-2.7019
0.02,1,-19299370.87,-1827.07,-25.4299
0.02,2,-21111467.74,-1998.62,-28.3271
0.02,3,-20745537.21,-2022.36,-29.8282
0.02,4,-21676453.56,-2052.11,-31.5416
0.02,5,-19564005.53,-1907.18,-27.2737
0.02,6,-20390198.02,-1930.34,-28.4934
0.02,7,-18770487.95,-1829.82,-25.3863
0.02,8,-19432437.15,-1894.35,-26.2404
0.02,9,-17781897.82,-1733.45,-23.7194
0.02,10,-18599571.82,-1813.16,-24.9575
0.02,11,-16972009.15,-1654.5,-22.7028
0.02,12,-17194083.53,-1676.15,-22.6804
0.02,13,-16362345.15,-1595.07,-21.576
0.02,14,-14892592.11,-1451.79,-18.696
0.02,15,-13115592.98,-1273.51,-15.4169
0.02,16,-13101377.96,-1272.13,-15.3921
0.02,17,-13416188.25,-1302.69,-16.0919
0.02,18,-13188613.65,-1280.6,-15.8498
0.02,19,-12447946.39,-1208.68,-15.367
0.02,20,-11807449.29,-1146.49,-14.4793
0.02,21,-10881464.05,-1056.58,-13.2064
0.02,22,-11084566.64,-1076.3,-13.5727
0.02,23,-10312490.15,-1001.33,-12.4633
0.02,24,-10827094.85,-1051.3,-13.2261
0.02,25,-7810015.16,-758.34,-10.2742
0.02,26,-8240523.34,-800.14,-10.966
0.02,27,-7508809.84,-729.1,-10.1302
0.02,28,-7573703.51,-735.4,-10.1875
0.02,29,-6771705.86,-657.52,-9.6789
0.02,30,-6911038.54,-671.05,-9.4214
0.02,31,-6089266.54,-591.26,-9.0746
0.02,32,-5648972.66,-548.51,-8.5144
0.02,33,-5068960.35,-492.19,-8.1438
0.02,34,-4777353.11,-474.61,-8.9964
0.02,35,-3077560.81,-298.83,-5.4355
0.02,36,-2707522.78,-265.45,-5.6994
0.02,37,-1914069.58,-185.85,-3.8744
0.02,38,-2222295.31,-217.88,-4.7716
0.02,39,-2562711.59,-251.25,-5.627
0.02,40,-1850920.75,-181.47,-4.5572
0.02,41,-1591363.41,-156.02,-4.3048
0.02,42,-1502702.45,-147.33,-3.7969
0.02,43,-575006.01,-56.37,-1.9958
0.02,44,-586293.31,-57.48,-2.1243
0.02,45,-102752.81,-10.07,-0.4098
0.02,46,196860.39,19.3,1.2002
0.02,47,-31029.21,-3.11,-0.1715
0.02,48,-285876.21,-28.67,-4.0574
0.02,49,-1134857.77,-118.48,-3.2261
0.02,50,-74803.04,0,-2.7019
0.03,1,-19299370.87,-1827.07,-25.4299
0.03,2,-22027075.21,-2085.31,-32.5231
0.03,3,-21327230.94,-2079.06,-30.4365
0.03,4,-22258147.29,-2107.18,-32.2332
0.03,5,-18928037.61,-1845.18,-24.2819
0.03,6,-19754230.11,-1870.14,-25.3141
0.03,7,-17552826.31,-1711.12,-22.3069
0.03,8,-18214775.51,-1775.65,-23.0221
0.03,9,-16564236.19,-1614.75,-20.9156
0.03,10,-17381910.19,-1694.46,-21.9554
0.03,11,-14213793.26,-1380.14,-16.8744
0.03,12,-13671288.69,-1327.46,-15.7932
0.03,13,-12839550.31,-1246.7,-15.0213
0.03,14,-12587458.91,-1222.23,-14.7093
0.03,15,-12351014.03,-1199.27,-14.3829
0.03,16,-12336799.01,-1197.89,-14.3597
0.03,17,-12651609.3,-1228.45,-15.0129
0.03,18,-12424034.7,-1206.36,-14.782
0.03,19,-11400172.8,-1119.22,-14.7551
0.03,20,-9828220.66,-976.39,-12.2323
0.03,21,-7661194.03,-751.11,-10.432
0.03,22,-7173076.7,-703.26,-9.838
0.03,23,-6399999.71,-627.46,-8.8207
0.03,24,-6272268.76,-614.94,-8.7562
0.03,25,-6503982.26,-637.66,-9.0914
0.03,26,-5635257.78,-535.12,-7.2521
0.03,27,-5934673,-563.56,-7.6893
0.03,28,-6592432.98,-626.02,-8.7486
0.03,29,-5962147.98,-566.16,-8.0467
0.03,30,-6101480.65,-579.4,-7.8811
0.03,31,-5279708.65,-501.36,-7.4281
0.03,32,-4757080.29,-451.73,-6.8744
