P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.4,7,276095.55,117.87,8.1644
0.41,7,276095.55,117.87,8.1644
0.42,7,276095.55,117.87,8.1644
0.43,7,276095.55,117.87,8.1644
0.44,7,276095.55,117.87,8.1644
0.45,7,276095.55,117.87,8.1644
0.46,7,276095.55,117.87,8.1644
0.47,6,276095.55,117.87,8.1644
0.47,7,276095.55,117.87,8.1644
0.48,6,276095.55,117.87,8.1644
0.48,7,276095.55,117.87,8.1644
0.49,6,276095.55,117.87,8.1644
0.49,7,276095.55,117.87,8.1644
0.5,6,276095.55,117.87,8.1644
0.5,7,276095.55,117.87,8.1644
0.51,6,276095.55,117.87,8.1644
0.51,7,276095.55,117.87,8.1644
0.52,6,276095.55,117.87,8.1644
0.52,7,276095.55,117.87,8.1644
0.53,6,276095.55,117.87,8.1644
0.53,7,276095.55,117.87,8.1644
0.54,6,276095.55,117.87,8.1644
0.54,7,276095.55,117.87,8.1644
0.55,6,276095.55,117.87,8.1644
0.55,7,276095.55,117.87,8.1644
0.56,6,276095.55,117.87,8.1644
0.56,7,276095.55,117.87,8.1644
0.57,6,276095.55,117.87,8.1644
0.57,7,276095.55,117.87,8.1644
0.58,6,276095.55,117.87,8.1644
0.58,7,276095.55,117.87,8.1644
0.59,6,276095.55,117.87,8.1644
0.59,7,276095.55,117.87,8.1644
0.6,6,276095.55,117.87,8.1644
0.6,7,276095.55,117.87,8.1644
0.61,6,276095.55,117.87,8.1644
0.62,4,276095.55,117.87,8.1644
0.62,5,276095.55,117.87,8.1644
0.62,6,276095.55,117.87,8.1644
0.63,4,276095.55,117.87,8.1644
0.63,5,276095.55,117.87,8.1644
0.63,6,276095.55,117.87,8.1644
0.64,4,276095.55,117.87,8.1644
0.64,5,276095.55,117.87,8.1644
0.64,6,276095.55,117.87,8.1644
0.65,4,276095.55,117.87,8.1644
0.65,5,276095.55,117.87,8.1644
0.65,6,276095.55,117.87,8.1644
0.66,4,276095.55,117.87,8.1644
0.66,5,276095.55,117.87,8.1644
0.66,6,276095.55,117.87,8.1644
0.67,4,276095.55,117.87,8.1644
0.67,5,276095.55,117.87,8.1644
0.67,6,276095.55,117.87,8.1644
0.68,4,276095.55,117.87,8.1644
0.68,5,276095.55,117.87,8.1644
0.69,4,276095.55,117.87,8.1644
0.69,5,276095.55,117.87,8.1644
0.7,4,276095.55,117.87,8.1644
0.7,5,276095.55,117.87,8.1644
0.71,4,276095.55,117.87,8.1644
0.71,5,276095.55,117.87,8.1644
0.72,4,276095.55,117.87,8.1644
0.72,5,276095.55,117.87,8.1644
0.73,4,276095.55,117.87,8.1644
0.73,5,276095.55,117.87,8.1644
0.74,4,276095.55,117.87,8.1644
0.74,5,276095.55,117.87,8.1644
0.75,4,276095.55,117.87,8.1644
0.75,5,276095.55,117.87,8.1644
0.76,4,276095.55,117.87,8.1644
0.76,5,276095.55,117.87,8.1644
0.77,4,276095.55,117.87,8.1644
0.77,5,276095.55,117.87,8.1644
0.78,3,276095.55,117.87,8.1644
0.78,4,276095.55,117.87,8.1644
0.78,5,276095.55,117.87,8.1644
0.79,3,276095.55,117.87,8.1644
0.79,4,276095.55,117.87,8.1644
0.79,5,276095.55,117.87,8.1644
0.8,3,276095.55,117.87,8.1644
0.8,4,276095.55,117.87,8.1644
0.8,5,276095.55,117.87,8.1644
0.81,3,276095.55,117.87,8.1644
0.81,4,276095.55,117.87,8.1644
0.82,3,276095.55,117.87,8.1644
0.82,4,276095.55,117.87,8.1644
0.83,3,276095.55,117.87,8.1644
0.83,4,276095.55,117.87,8.1644
0.84,3,276095.55,117.87,8.1644
0.84,4,276095.55,117.87,8.1644
0.85,3,276095.55,117.87,8.1644
0.85,4,276095.55,117.87,8.1644
0.86,3,276095.55,117.87,8.1644
0.86,4,276095.55,117.87,8.1644
0.87,3,276095.55,117.87,8.1644
0.87,4,276095.55,117.87,8.1644
0.88,3,276095.55,117.87,8.1644
0.88,4,276095.55,117.87,8.1644
0.89,3,276095.55,117.87,8.1644
0.89,4,276095.55,117.87,8.1644
0.9,3,276095.55,117.87,8.1644
0.9,4,276095.55,117.87,8.1644
0.91,3,276095.55,117.87,8.1644
0.91,4,276095.55,117.87,8.1644
0.92,3,276095.55,117.87,8.1644
0.92,4,276095.55,117.87,8.1644
0.93,3,276095.55,117.87,8.1644
0.93,4,276095.55,117.87,8.1644
0.94,3,276095.55,117.87,8.1644
0.94,4,276095.55,117.87,8.1644
0.95,3,276095.55,117.87,8.1644
0.95,4,276095.55,117.87,8.1644
0.96,2,276095.55,117.87,8.1644
0.96,3,276095.55,117.87,8.1644
0.96,4,276095.55,117.87,8.1644
0.97,2,276095.55,117.87,8.1644
0.97,3,276095.55,117.87,8.1644
0.97,4,276095.55,117.87,8.1644
0.98,2,276095.55,117.87,8.1644
0.98,3,276095.55,117.87,8.1644
0.98,4,276095.55,117.87,8.1644
0.99,2,276095.55,117.87,8.1644
0.99,3,276095.55,117.87,8.1644
0.99,4,276095.55,117.87,8.1644
1,2,276095.55,117.87,8.1644
1,3,276095.55,117.87,8.1644
1,4,276095.55,117.87,8.1644
1.01,2,276095.55,117.87,8.1644
1.01,3,276095.55,117.87,8.1644
1.01,4,276095.55,117.87,8.1644
1.02,2,276095.55,117.87,8.1644
1.02,3,276095.55,117.87,8.1644
1.02,4,276095.55,117.87,8.1644
1.03,2,276095.55,117.87,8.1644
1.03,3,276095.55,117.87,8.1644
1.03,4,276095.55,117.87,8.1644
1.04,2,276095.55,117.87,8.1644
1.04,3,276095.55,117.87,8.1644
1.04,4,276095.55,117.87,8.1644
1.05,2,276095.55,117.87,8.1644
1.05,3,276095.55,117.87,8.1644
1.05,4,276095.55,117.87,8.1644
1.06,2,276095.55,117.87,8.1644
1.06,3,276095.55,117.87,8.1644
1.06,4,276095.55,117.87,8.1644
1.07,2,276095.55,117.87,8.1644
1.07,3,276095.55,117.87,8.1644
1.07,4,276095.55,117.87,8.1644
1.08,2,276095.55,117.87,8.1644
1.08,3,276095.55,117.87,8.1644
1.08,4,276095.55,117.87,8.1644
1.09,2,276095.55,117.87,8.1644
1.09,3,276095.55,117.87,8.1644
1.09,4,276095.55,117.87,8.1644
1.1,2,276095.55,117.87,8.1644
1.1,3,276095.55,117.87,8.1644
1.1,4,276095.55,117.87,8.1644
1.11,2,276095.55,117.87,8.1644
1.11,3,276095.55,117.87,8.1644
1.11,4,276095.55,117.87,8.1644
1.12,2,276095.55,117.87,8.1644
1.12,3,276095.55,117.87,8.1644
1.12,4,276095.55,117.87,8.1644
1.13,2,276095.55,117.87,8.1644
1.13,3,276095.55,117.87,8.1644
1.13,4,276095.55,117.87,8.1644
1.14,2,276095.55,117.87,8.1644
1.14,3,276095.55,117.87,8.1644
1.14,4,276095.55,117.87,8.1644
1.15,2,276095.55,117.87,8.1644
1.15,3,276095.55,117.87,8.1644
1.15,4,276095.55,117.87,8.1644
1.16,2,276095.55,117.87,8.1644
1.16,3,276095.55,117.87,8.1644
1.16,4,276095.55,117.87,8.1644
1.17,2,276095.55,117.87,8.1644
1.17,3,276095.55,117.87,8.1644
1.17,4,276095.55,117.87,8.1644
1.18,2,276095.55,117.87,8.1644
1.18,3,276095.55,117.87,8.1644
1.18,4,276095.55,117.87,8.1644
1.19,2,276095.55,117.87,8.1644
1.2,2,276095.55,117.87,8.1644
1.21,2,276095.55,117.87,8.1644
1.22,2,276095.55,117.87,8.1644
1.23,2,276095.55,117.87,8.1644
1.24,2,276095.55,117.87,8.1644
1.25,2,276095.55,117.87,8.1644
1.26,2,276095.55,117.87,8.1644
1.27,2,276095.55,117.87,8.1644
1.28,2,276095.55,117.87,8.1644
1.29,2,276095.55,117.87,8.1644
1.3,2,276095.55,117.87,8.1644
1.31,2,276095.55,117.87,8.1644
1.32,2,276095.55,117.87,8.1644
1.33,2,276095.55,117.87,8.1644
1.34,2,276095.55,117.87,8.1644
1.35,2,276095.55,117.87,8.1644
1.36,2,276095.55,117.87,8.1644
1.37,2,276095.55,117.87,8.1644
1.38,2,276095.55,117.87,8.1644
1.39,2,276095.55,117.87,8.1644
1.4,2,276095.55,117.87,8.1644
1.41,2,276095.55,117.87,8.1644
1.42,2,276095.55,117.87,8.1644
1.43,2,276095.55,117.87,8.1644
1.44,2,276095.55,117.87,8.1644
1.45,2,276095.55,117.87,8.1644
1.46,2,276095.55,117.87,8.1644
1.47,2,276095.55,117.87,8.1644
1.48,2,276095.55,117.87,8.1644
1.49,2,276095.55,117.87,8.1644
1.5,2,276095.55,117.87,8.1644
1.51,2,276095.55,117.87,8.1644
1.52,2,276095.55,117.87,8.1644
1.53,2,276095.55,117.87,8.1644
1.54,2,276095.55,117.87,8.1644
1.55,2,276095.55,117.87,8.1644
1.56,2,276095.55,117.87,8.1644
1.57,2,276095.55,117.87,8.1644
1.58,2,276095.55,117.87,8.1644
1.59,2,276095.55,117.87,8.1644
1.6,2,276095.55,117.87,8.1644
1.61,2,276095.55,117.87,8.1644
1.62,2,276095.55,117.87,8.1644
1.63,2,276095.55,117.87,8.1644
1.64,2,276095.55,117.87,8.1644
1.65,2,276095.55,117.87,8.1644
1.66,2,276095.55,117.87,8.1644
1.67,2,276095.55,117.87,8.1644
1.68,2,276095.55,117.87,8.1644
1.69,2,276095.55,117.87,8.1644
1.7,2,276095.55,117.87,8.1644
1.71,2,276095.55,117.87,8.1644
1.72,2,276095.55,117.87,8.1644
0.06,9,119471.11,51.65,3.4182
0.07,9,119471.11,51.65,3.4182
0.08,9,119471.11,51.65,3.4182
0.09,9,119471.11,51.65,3.4182
0.1,9,119471.11,51.65,3.4182
0.11,9,119471.11,51.65,3.4182
0.12,9,119471.11,51.65,3.4182
0.13,9,119471.11,51.65,3.4182
0.14,9,119471.11,51.65,3.4182
0.15,9,119471.11,51.65,3.4182
0.16,9,119471.11,51.65,3.4182
0.17,9,119471.11,51.65,3.4182
0.18,9,119471.11,51.65,3.4182
0.19,9,119471.11,51.65,3.4182
0.2,9,119471.11,51.65,3.4182
0.21,9,119471.11,51.65,3.4182
0.22,9,119471.11,51.65,3.4182
0.23,9,119471.11,51.65,3.4182
0.24,9,119471.11,51.65,3.4182
0.25,9,119471.11,51.65,3.4182
0.26,9,119471.11,51.65,3.4182
0.27,9,119471.11,51.65,3.4182
0.28,9,119471.11,51.65,3.4182
0.29,9,119471.11,51.65,3.4182
0.3,9,119471.11,51.65,3.4182
0.31,9,119471.11,51.65,3.4182
0.32,9,119471.11,51.65,3.4182
0.33,9,119471.11,51.65,3.4182
0.34,9,119471.11,51.65,3.4182
0.35,9,119471.11,51.65,3.4182
0.36,8,119471.11,51.65,3.4182
0.36,9,119471.11,51.65,3.4182
0.37,8,119471.11,51.65,3.4182
0.37,9,119471.11,51.65,3.4182
0.38,8,119471.11,51.65,3.4182
0.38,9,119471.11,51.65,3.4182
0.39,8,119471.11,51.65,3.4182
0.39,9,119471.11,51.65,3.4182
0.4,8,119471.11,51.65,3.4182
0.41,8,119471.11,51.65,3.4182
0.42,8,119471.11,51.65,3.4182
0.43,8,119471.11,51.65,3.4182
0.44,8,119471.11,51.65,3.4182
0.68,6,119471.11,51.65,3.4182
0.73,3,108075.22,46.14,2.3058
0.74,3,108075.22,46.14,2.3058
0.75,3,108075.22,46.14,2.3058
0.76,3,108075.22,46.14,2.3058
0.77,3,108075.22,46.14,2.3058
0.94,2,108075.22,46.14,2.3058
0.95,2,108075.22,46.14,2.3058
0.77,2,95931.3,40.69,1.4818
0.78,2,95931.3,40.69,1.4818
0.79,2,95931.3,40.69,1.4818
0.8,2,95931.3,40.69,1.4818
0.81,2,95931.3,40.69,1.4818
0.82,2,95931.3,40.69,1.4818
0.83,2,95931.3,40.69,1.4818
0.84,2,95931.3,40.69,1.4818
0.85,2,95931.3,40.69,1.4818
0.86,2,95931.3,40.69,1.4818
