P:p_param,P:p_dParam,净利润,年化收益率%,夏普比率
0.01,1,-32398163.83,-2853.64,-19.06
0.01,2,-30826333,-2873.89,-23.9639
0.01,3,-30301215.61,-2668.94,-21.2604
0.01,4,-28957252.75,-2699.64,-24.0001
0.01,5,-23787382.29,-2229.61,-19.0613
0.01,6,-24235753.78,-2271.64,-19.5448
0.01,7,-22769156.76,-2134.18,-18.0776
0.01,8,-23352513.51,-2188.85,-18.9287
0.01,9,-20569586.56,-1928.01,-16.2654
0.01,10,-19127759.34,-1792.86,-15.8271
0.01,11,-17516892.73,-1671.12,-13.4194
0.01,12,-18417902.02,-1757.08,-15.3347
0.01,13,-15829225.96,-1510.12,-12.2728
0.01,14,-17599956.06,-1679.05,-14.7197
0.01,15,-15876184.34,-1514.6,-13.6528
0.01,16,-14927693.71,-1424.11,-13.6455
0.01,17,-13760921.65,-1312.8,-13.0487
0.01,18,-12779554.55,-1219.18,-12.436
0.01,19,-13461832.06,-1284.27,-14.9383
0.01,20,-13814649.97,-1308.33,-13.2729
0.01,21,-10600697.66,-1018.43,-11.7651
0.01,22,-12224021.36,-1175.43,-12.3444
0.01,23,-9354730.89,-898.73,-10.9489
0.01,24,-10432900.46,-1003.2,-11.3943
0.01,25,-8334452.99,-800.71,-10.0096
0.01,26,-8278342.84,-796.02,-9.9342
0.01,27,-7376213.89,-709.28,-8.9048
0.01,28,-7667341.4,-737.27,-9.2939
0.01,29,-7060933.55,-678.96,-8.6094
0.01,30,-6143316.95,-590.73,-7.9478
0.01,31,-6309828.31,-606.74,-8.168
0.01,32,-5638833.64,-542.22,-7.139
0.01,33,-5576979.76,-536.27,-7.287
0.01,34,-4494989.31,-432.23,-6.094
0.01,35,-4770376.06,-458.71,-6.4709
0.01,36,-5120040.65,-500.33,-6.7729
0.01,37,-3752299.24,-360.81,-5.2526
0.01,38,-3181327.45,-310.88,-4.5601
0.01,39,-1548435.46,-156.07,-2.7983
0.01,40,-3793530.9,-377.91,-5.5839
0.01,41,-1110291.46,-111.91,-2.1255
0.01,42,-2506522.08,-249.7,-4.294
0.01,43,-1276501.76,-127.16,-3.1027
0.01,44,-733920.8,-74.12,-1.9157
0.01,45,-144965.45,-14.21,-0.4131
0.01,46,184921.49,18.68,0.703
0.01,47,959151.55,93.99,4.3312
0.01,48,621807.55,62.8,3.2083
0.01,49,226138.5,23.68,1.1282
0.01,50,-42175.1,0,-2.7019
0.02,1,-34419328.35,-3031.67,-18.9513
0.02,2,-32063403.65,-2989.22,-25.2266
0.02,3,-26751368.3,-2356.27,-17.8104
0.02,4,-25407405.44,-2381.46,-19.7887
0.02,5,-23195808.79,-2174.17,-18.0401
0.02,6,-22254331.23,-2085.92,-16.8131
0.02,7,-19967299.36,-1871.55,-14.8043
0.02,8,-20550656.11,-1926.23,-15.4805
0.02,9,-16251492.55,-1523.27,-11.2858
0.02,10,-14809665.32,-1388.12,-10.6581
0.02,11,-15306608.83,-1460.26,-11.4067
0.02,12,-13100591.86,-1249.8,-9.6342
0.02,13,-13618942.06,-1299.25,-10.3064
0.02,14,-15389672.16,-1468.18,-12.4331
0.02,15,-13665900.44,-1303.73,-11.4134
0.02,16,-11912200.26,-1136.43,-10.4283
0.02,17,-10745428.2,-1025.12,-9.7783
0.02,18,-9764061.1,-931.5,-9.1069
0.02,19,-10446338.61,-996.59,-10.9493
0.02,20,-12994215.12,-1230.63,-12.4523
0.02,21,-8975053.26,-863.02,-9.8718
0.02,22,-11403586.51,-1096.54,-11.5223
0.02,23,-7729086.49,-743.21,-9.0158
0.02,24,-9612465.61,-924.31,-10.5548
0.02,25,-6708808.59,-645.1,-8.0653
0.02,26,-7457907.99,-717.13,-9.0653
0.02,27,-6555779.04,-630.39,-8.033
0.02,28,-6846906.55,-658.38,-8.4228
0.02,29,-6240498.7,-600.07,-7.7345
0.02,30,-4085414.48,-392.84,-5.561
0.02,31,-4251925.84,-408.85,-5.7849
0.02,32,-1930981.27,-177.71,-2.726
0.02,33,-631659.77,-58.13,-1.0157
0.02,34,-787136.95,-72.44,-1.2566
0.02,35,-1062523.7,-97.79,-1.6508
0.02,36,-1744013.22,-170.42,-2.7791
0.02,37,-44446.88,-4.09,-0.117
0.02,38,-625734.88,-61.15,-1.1215
0.02,39,-831513.23,-83.92,-1.6339
0.02,40,-1237938.33,-124.94,-2.1545
0.02,41,-393369.23,-39.7,-0.8845
0.02,42,344684.36,33.78,0.8135
0.02,43,-441041.1,-43.22,-0.9193
0.02,44,101539.86,9.95,0.4003
0.02,45,862432.6,84.52,3.0213
0.02,46,560487.55,54.93,2.0226
0.02,47,959151.55,93.99,4.3312
0.02,48,621807.55,62.8,3.2083
0.02,49,226138.5,23.68,1.1282
0.02,50,-42175.1,0,-2.7019
0.03,1,-34419328.35,-3031.67,-18.9513
0.03,2,-27514340.19,-2578.95,-20.1268
0.03,3,-26751368.3,-2356.27,-17.8104
0.03,4,-22300379.18,-2090.24,-15.635
0.03,5,-17878498.63,-1675.77,-12.2693
0.03,6,-18326870.11,-1717.8,-12.6108
0.03,7,-16055063.55,-1504.86,-10.8913
0.03,8,-16638420.3,-1559.54,-11.4236
0.03,9,-15446283,-1447.8,-10.6351
0.03,10,-14004455.78,-1312.65,-9.9871
0.03,11,-14501399.28,-1383.44,-10.6893
0.03,12,-12295382.31,-1172.99,-8.9609
